809
3595	940
3597	91
3601	485
3606	907
3607	940
3612	572
3621	682
3627	676
3629	442
3640	197
3644	694
3649	536
3653	444
3660	997
3667	4
3673	941
3679	320
3682	861
3690	856
3695	750
3701	622
3712	721
3723	469
3729	561
3731	162
3738	100
3740	845
3743	340
3753	373
3760	155
3767	319
3772	505
3775	787
3781	745
3787	561
3789	651
3798	519
3802	254
3804	693
3806	749
3812	975
3820	938
3827	638
3830	444
3833	860
3838	846
3847	991
3848	60
3852	668
3854	381
3860	207
3868	326
3870	826
3880	348
3884	455
3890	407
3900	414
3901	485
3910	821
3915	108
3917	682
3927	764
3935	115
3945	925
3954	121
3958	62
3964	363
3967	438
3968	902
3974	394
3982	240
3990	502
3998	45
4002	162
4006	728
4013	311
4021	277
4030	722
4032	66
4036	668
4040	923
4045	769
4050	90
4056	646
4058	226
4064	90
4072	208
4074	871
4081	682
4082	394
4092	609
4094	316
4105	367
4115	492
4116	567
4120	304
4129	205
4137	300
4147	938
4150	266
4159	672
4169	539
4172	795
4179	700
4185	565
4195	805
4198	862
4207	945
4209	450
4214	217
4219	785
4229	731
4237	686
4247	932
4258	437
4268	458
4270	811
4276	185
4287	682
4295	259
4303	210
4311	158
4313	89
4319	422
4328	572
4333	608
4338	628
4348	516
4350	467
4356	927
4365	213
4369	132
4380	473
4384	833
4391	231
4399	724
4408	663
4418	47
4421	832
4429	480
4437	494
4448	730
4452	988
4460	853
4469	325
4472	238
4474	352
4477	529
4486	999
4492	241
4500	740
4504	166
4514	114
4520	974
4528	386
4536	400
4545	643
4549	987
4554	30
4558	570
4562	718
4568	133
4577	598
4585	906
4588	85
4598	862
4605	302
4614	141
4616	298
4620	773
4621	567
4627	902
4638	892
4642	889
4645	169
4655	982
4658	908
4668	625
4674	862
4683	265
4693	710
4697	114
4700	91
4709	344
4718	851
4720	202
4723	267
4732	294
4738	848
4745	48
4756	18
4763	76
4770	964
4776	933
4785	655
4787	885
4796	523
4801	716
4811	453
4820	940
4824	533
4831	642
4837	176
4846	360
4857	803
4859	966
4861	70
4863	786
4865	122
